,Title,Movie Info,Year,Distributor,Budget (in $),Domestic Opening (in $),Domestic Sales (in $),International Sales (in $),sales,Release Date,Running Time,License,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,SciFi,Sport,Thriller,War,Western
155,Kung Fu Panda 2,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",2011,DreamWorks,150000000,47656302,165249063,500443218,665692281,26-May-11,1 hr 30 min,PG,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
156,Justice League,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.",2017,Warner Bros.,October 17 2017 (Lithuania),93842239,229024295,428902692,657926987,26-May-11,1 hr 30 min,PG,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
157,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",2014,Walt Disney Studios Motion Pictures,165000000,56215889,222527828,435341858,657869686,25-Oct-14,1 hr 42 min,PG,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
158,Fantastic Beasts: The Crimes of Grindelwald,"The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander.",2018,Warner Bros.,200000000,62163104,159555901,495300000,654855901,12-Oct-18,2 hr 14 min,PG-13,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
159,Pirates of the Caribbean: The Curse of the Black Pearl,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",2003,Walt Disney Studios Motion Pictures,140000000,46630690,305413918,348850097,654264015,9-Jul-03,2 hr 23 min,PG-13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
160,Men in Black 3,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,2012,Sony Pictures Entertainment (SPE),225000000,54592779,179020854,475192631,654213485,23-May-12,1 hr 46 min,PG-13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161,Star Wars: Episode II - Attack of the Clones,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi discovers a secret clone army crafted for the Jedi.",2002,Twentieth Century Fox,115000000,80027814,310676740,343103230,653779970,16-May-02,2 hr 22 min,PG,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
162,The Hunger Games: Mockingjay - Part 2,Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.,2015,Lionsgate,160000000,102665981,281723902,371704359,653428261,18-Nov-15,2 hr 17 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
163,Thor: The Dark World,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",2013,Walt Disney Studios Motion Pictures,170000000,85737841,206362140,438421000,644783140,30-Oct-13,1 hr 52 min,PG-13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164,Sing,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.",2016,Universal Pictures,75000000,35258145,270578425,363759959,634338384,2-Dec-16,1 hr 48 min,PG,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
165,Kung Fu Panda,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.",2008,DreamWorks,130000000,60239130,215771591,416311606,632083197,5-Jun-08,1 hr 32 min,PG,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
166,The Incredibles,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",2004,Walt Disney Studios Motion Pictures,92000000,70467623,261441092,370165961,631607053,5-Nov-04,1 hr 55 min,PG,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,The Martian,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",2015,Twentieth Century Fox,108000000,54308575,228433663,402187155,630620818,30-Sep-15,2 hr 24 min,PG-13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
168,Hancock,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,2008,Sony Pictures Entertainment (SPE),150000000,62603879,227946274,401497154,629443428,2-Jul-08,1 hr 32 min,PG-13,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
169,Water Gate Bridge,"Sequel to ""The Battle at Lake Changjin"". Follows the Chinese People's Volunteers (CPV) soldiers on a new task, and now their battlefield is a crucial bridge on the retreat route of American troops.",2022,CMC Pictures,February 1 2022 (China),42707,117294,626454403,626571697,2-Jul-08,1 hr 32 min,PG-13,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
170,Fast Five,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,2011,Universal Pictures,125000000,86198765,209837675,416300000,626137675,20-Apr-11,2 hr 10 min,PG-13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
171,Iron Man 2,"With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.",2010,Paramount Pictures,200000000,128122480,312433331,311500000,623933331,28-Apr-10,2 hr 4 min,PG-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
172,Ratatouille,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,2007,Walt Disney Studios Motion Pictures,150000000,47027395,206445654,417280431,623726085,28-Jun-07,1 hr 51 min,G,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
173,Ant-Man and the Wasp,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",2018,Walt Disney Studios Motion Pictures,July 4 2018 (EMEA APAC),75812205,216648740,406025399,622674139,28-Jun-07,1 hr 51 min,G,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
174,How to Train Your Dragon 2,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",2014,Twentieth Century Fox,145000000,49451322,177002924,444534595,621537519,5-Jun-14,1 hr 42 min,PG,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
175,Logan,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",2017,Twentieth Century Fox,97000000,88411916,226277068,392902882,619179950,1-Mar-17,2 hr 17 min,R,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
176,The Lost World: Jurassic Park,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",1997,Universal Pictures,73000000,72132785,229086679,389552320,618638999,23-May-97,2 hr 9 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177,Casino Royale,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",2006,Sony Pictures Entertainment (SPE),150000000,40833156,167445960,449059202,616505162,15-Nov-06,2 hr 24 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,The Passion of the Christ,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",2004,Newmarket Films,30000000,83848082,370782930,241271576,612054506,25-Feb-04,2 hr 7 min,R,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Life of Pi,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",2012,Twentieth Century Fox,120000000,22451514,124987023,484029542,609016565,21-Nov-12,2 hr 7 min,PG,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
180,Ready Player One,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.",2018,Warner Bros.,175000000,41764050,137715350,469558784,607274134,28-Mar-18,2 hr 20 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
181,Transformers: The Last Knight,"A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",2017,Paramount Pictures,217000000,44680073,130168683,475256474,605425157,21-Jun-17,2 hr 34 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
182,Madagascar: Escape 2 Africa,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve in Kenya, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.",2008,DreamWorks,150000000,63106589,180010950,423889404,603900354,30-Oct-08,1 hr 29 min,PG,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
183,War of the Worlds,An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.,2005,Paramount Pictures,132000000,64878725,234280354,369592765,603873119,29-Jun-05,1 hr 56 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
184,Tangled,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",2010,Walt Disney Studios Motion Pictures,260000000,48767052,200821936,391640880,592462816,24-Nov-10,1 hr 40 min,PG,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
185,Quantum of Solace,James Bond descends into mystery as he tries to stop a mysterious organisation from eliminating a country's most valuable resource.,2008,Sony Pictures Entertainment (SPE),200000000,67528882,168368427,421212055,589580482,31-Oct-08,1 hr 46 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
186,Men in Black,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.,1997,Sony Pictures Entertainment (SPE),90000000,51068455,250690539,338700000,589390539,2-Jul-97,1 hr 38 min,PG-13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,The Croods,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",2013,Twentieth Century Fox,135000000,43639736,187168425,400067558,587235983,15-Mar-13,1 hr 38 min,PG,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
188,The Hangover Part II,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry.",2011,Warner Bros.,80000000,85946294,254464305,332300000,586764305,25-May-11,1 hr 42 min,R,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008,Paramount Pictures,140000000,98618668,319034126,266762121,585796247,30-Apr-08,2 hr 6 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
190,I Am Legend,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",2007,Warner Bros.,150000000,77211321,256393010,329017042,585410052,12-Dec-07,1 hr 41 min,PG-13,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
191,"Monsters, Inc.","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",2001,Walt Disney Studios Motion Pictures,115000000,62577067,290642256,289065482,579707738,2-Nov-01,1 hr 32 min,G,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
192,Operation Red Sea,PLA Navy Marine Corps launch a hostage rescue operation in the fictional Republic of Ihwea and undergo a fierce battle with rebellions and terrorism.,2018,Well Go USA Entertainment,February 16 2018 (China),436059,1543547,577786879,579330426,2-Nov-01,1 hr 32 min,G,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
193,Night at the Museum,A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,2006,Twentieth Century Fox,December 21 2006 (APAC),30433781,250863268,323617961,574481229,2-Nov-01,1 hr 32 min,G,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
194,Fifty Shades of Grey,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",2015,Universal Pictures,40000000,85171450,166167230,403484237,569651467,11-Feb-15,2 hr 5 min,R,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
195,The Little Mermaid,A young mermaid makes a deal with a sea witch to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.,2023,Walt Disney Studios Motion Pictures,May 4 2023 (Italy),95578040,298172056,271420242,569592298,11-Feb-15,2 hr 5 min,R,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
196,Mission: Impossible - Dead Reckoning Part One,Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.,2023,Paramount Pictures,291000000,54688347,172135383,395400000,567535383,8-Jul-23,2 hr 43 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
197,Kong: Skull Island,"After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden.",2017,Warner Bros.,185000000,61025472,168052812,398600000,566652812,8-Mar-17,1 hr 58 min,PG-13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
198,The Smurfs,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.",2011,Sony Pictures Entertainment (SPE),110000000,35611637,142614158,421135165,563749323,27-Jul-11,1 hr 43 min,PG,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
199,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,2011,Walt Disney Studios Motion Pictures,200000000,66135507,191452396,368400000,559852396,22-Jun-11,1 hr 46 min,G,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
200,King Kong,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",2005,Universal Pictures,207000000,50130145,218080025,338826353,556906378,14-Dec-05,3 hr 7 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
201,Puss in Boots,"An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",2011,DreamWorks,130000000,34077439,149260504,405726973,554987477,27-Oct-11,1 hr 30 min,PG,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
202,The Mermaid,"Shan, a mermaid, is sent to assassinate Xuan, a developer who threatens the ecosystem of her race, but ends up falling in love with him instead.",2016,Sony Pictures Entertainment (SPE),February 8 2016 (China APAC),985052,3232685,550577543,553810228,27-Oct-11,1 hr 30 min,PG,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
203,Armageddon,"After discovering that an asteroid the size of Texas will impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.",1998,Walt Disney Studios Motion Pictures,140000000,36089972,201578182,352131606,553709788,1-Jul-98,2 hr 31 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
204,The Day After Tomorrow,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.",2004,Twentieth Century Fox,125000000,68743584,186740799,365898772,552639571,26-May-04,2 hr 4 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
205,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear, Ted or his girlfriend, Lori.",2012,Universal Pictures,50000000,54415205,218815487,330552828,549368315,29-Jun-12,1 hr 46 min,R,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,American Sniper,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.",2014,Warner Bros.,58800000,633456,350159020,197300000,547459020,25-Dec-14,2 hr 13 min,R,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
207,Mission: Impossible II,"IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".",2000,Paramount Pictures,125000000,57845297,215409889,330978219,546388108,24-May-00,2 hr 3 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208,Detective Chinatown 2,Tang and Qin team up to solve a murder in New York's Chinatown.,2018,Warner Bros.,February 15 2018 (APAC),704047,1983984,542201172,544185156,24-May-00,2 hr 3 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
209,X-Men: Apocalypse,"In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.",2016,Twentieth Century Fox,178000000,65769562,155442489,388491616,543934105,18-May-16,2 hr 24 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
210,Sherlock Holmes: A Game of Shadows,"Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.",2011,Warner Bros.,December 15 2011 (EMEA APAC),39637079,186848418,357000000,543848418,18-May-16,2 hr 24 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
211,Despicable Me,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",2010,Universal Pictures,69000000,56397125,251557985,291600000,543157985,8-Jul-10,1 hr 35 min,PG,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
212,Cinderella,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",2015,Walt Disney Studios Motion Pictures,95000000,67877361,201151353,341206978,542358331,11-Mar-15,1 hr 45 min,PG,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
213,Madagascar,"A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.",2005,DreamWorks Distribution,May 27 2005 (APAC Domestic),47224594,193595521,348468325,542063846,11-Mar-15,1 hr 45 min,PG,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
214,World War Z,Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,2013,Paramount Pictures,190000000,66411834,202807711,337648165,540455876,19-Jun-13,1 hr 56 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
215,Brave,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",2012,Walt Disney Studios Motion Pictures,185000000,66323594,237283207,301700000,538983207,21-Jun-12,1 hr 33 min,PG,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
216,Star Wars: Episode V - The Empire Strikes Back,"After the Rebels are overpowered by the Empire, Luke Skywalker begins his Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",1980,Twentieth Century Fox,18000000,4910483,292753960,190685234,538375067,21-May-80,2 hr 4 min,PG,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
217,The Simpsons Movie,"After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",2007,Twentieth Century Fox,75000000,74036787,183135014,353279279,536414293,25-Jul-07,1 hr 27 min,PG-13,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,The Revenant,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,2015,Twentieth Century Fox,135000000,474560,183637894,349312609,532950503,25-Dec-15,2 hr 36 min,R,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
219,The Meg,A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,2018,Warner Bros.,130000000,45402195,145522784,383815731,529338515,8-Aug-18,1 hr 53 min,PG-13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
220,Ralph Breaks the Internet,"Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",2018,Walt Disney Studios Motion Pictures,175000000,56237634,201091711,328232251,529323962,21-Nov-18,1 hr 52 min,PG,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
221,Hotel Transylvania 3: Summer Vacation,"Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.",2018,Sony Pictures Entertainment (SPE),80000000,44076225,167510016,361073758,528583774,28-Jun-18,1 hr 37 min,PG,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
222,The Boss Baby,"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",2017,Twentieth Century Fox,March 23 2017 (5 markets),50198902,175003033,352962903,527965936,28-Jun-18,1 hr 37 min,PG,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
223,Dunkirk,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",2017,Warner Bros.,100000000,50513488,189740665,337275642,527016307,19-Jul-17,1 hr 46 min,PG-13,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
224,The Grinch,A grumpy Grinch plots to ruin Christmas for the village of Whoville.,2018,Universal Pictures,75000000,67572855,271384731,255375901,526760632,7-Nov-18,1 hr 25 min,PG,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
225,Godzilla,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",2014,Warner Bros.,160000000,93188384,200676069,324300000,524976069,14-May-14,2 hr 3 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
226,How to Train Your Dragon: The Hidden World,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",2019,Universal Pictures,129000000,55022245,160945505,363635087,524580592,3-Jan-19,1 hr 44 min,PG,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
227,Sherlock Holmes,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,2009,Warner Bros.,90000000,62304277,209028679,315000000,524028679,1-Jan-09,2 hr 8 min,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
228,Meet the Fockers,All hell breaks loose when the Byrnes family meets the Focker family for the first time.,2004,Universal Pictures,80000000,46120980,279261160,243396776,522657936,22-Dec-04,1 hr 55 min,PG-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229,WALL·E,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",2008,Walt Disney Studios Motion Pictures,180000000,63087526,223808164,297503726,521311890,26-Jun-08,1 hr 38 min,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
230,Kung Fu Panda 3,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.",2016,Twentieth Century Fox,145000000,41282042,143528619,377642206,521170825,28-Jan-16,1 hr 35 min,PG,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
231,Terminator 2: Judgment Day,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.",1991,TriStar Pictures,102000000,31765506,205881154,312106698,520881154,3-Jul-91,2 hr 17 min,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
232,Ant-Man,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",2015,Walt Disney Studios Motion Pictures,130000000,57225526,180202163,339109802,519311965,10-Jul-15,1 hr 57 min,PG-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
233,Venom: Let There Be Carnage,"Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.",2021,Sony Pictures Entertainment (SPE),September 30 2021 (Russia/CIS),90033210,213550366,293313226,506863592,10-Jul-15,1 hr 57 min,PG-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
234,Ghost,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",1990,Paramount Pictures,22000000,12191540,217631306,288072251,505703557,13-Jul-90,2 hr 7 min,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
235,Aladdin,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,1992,Walt Disney Studios Motion Pictures,28000000,196664,217350219,286700000,504050219,13-Nov-92,1 hr 30 min,,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
236,Gladiator,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,2000,DreamWorks Distribution,103000000,34819017,187705427,315456886,503162313,4-May-00,2 hr 35 min,R,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
